expeditionCode,materialSampleID,photographer,OriginalUrl
BALI_2012,BALI_5770,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+2412.jpg
BALI_2012,BALI_5770,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+2840.jpg
BALI_2012,BALI_5771,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+2274.jpg
BALI_2012,BALI_5771,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+2471.jpg
BALI_2012,BALI_5771,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+2706.jpg
BALI_2012,BALI_5771,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+2903.jpg
BALI_2012,BALI_5772,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6858.jpg
BALI_2012,BALI_5772,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+2279.jpg
BALI_2012,BALI_5772,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+2506.jpg
BALI_2012,BALI_5772,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+2749.jpg
BALI_2012,BALI_5773,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+2405.jpg
BALI_2012,BALI_5773,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+2449.jpg
BALI_2012,BALI_5773,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+2633.jpg
BALI_2012,BALI_5773,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+2878.jpg
BALI_2012,BALI_5774,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+2457.jpg
BALI_2012,BALI_5774,IBRC 2012 class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+2689.jpg
BALI_2012,BALI_5776,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5147.jpg
BALI_2012,BALI_5777,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6843.jpg
BALI_2012,BALI_5777,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6862.jpg
BALI_2012,BALI_5778,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6835.jpg
BALI_2012,BALI_5779,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6807.jpg
BALI_2012,BALI_5779,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6823.jpg
BALI_2012,BALI_5779,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6839.jpg
BALI_2012,BALI_5780,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5124.jpg
BALI_2012,BALI_5780,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5154.jpg
BALI_2012,BALI_5780,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5191.jpg
BALI_2012,BALI_5780,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5383.jpg
BALI_2012,BALI_5781,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5107.jpg
BALI_2012,BALI_5781,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5159.jpg
BALI_2012,BALI_5781,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5203.jpg
BALI_2012,BALI_5781,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5297.jpg
BALI_2012,BALI_5782,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5115.jpg
BALI_2012,BALI_5782,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5145.jpg
BALI_2012,BALI_5782,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5236.jpg
BALI_2012,BALI_5782,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5357.jpg
BALI_2012,BALI_5783,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5172.jpg
BALI_2012,BALI_5785,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5129.jpg
BALI_2012,BALI_5785,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5304.jpg
BALI_2012,BALI_5786,Andrianus Sembiring,https://photos.geome-db.org/biocodephotos/4444+4444+0114+6831.jpg
BALI_2012,BALI_5787,IBRC 2013 Class,https://photos.geome-db.org/biocodephotos/4444+4444+0214+5144.jpg
